"test","outcome","grouping","group_1","group_2","n_group_1","n_group_2","mean_group_1","mean_group_2","sd_group_1","sd_group_2","mean_difference","t_statistic","df","p_value","p_value_formatted","ci_low_diff","ci_high_diff","cohens_d","cohens_d_ci_low","cohens_d_ci_high","hedges_g","effect_interpretation","power"
"Welch's t-test","math_score","test_preparation_course","completed","none",358,642,69.695530726257,64.0778816199377,14.4446992253885,15.1923756392721,5.61764910631929,5.78698315790775,770.079109780967,0.0000000104256167220696,"< 0.001",3.71204097296643,7.52325723967215,0.376285445245579,0.245955594058587,0.506615296432571,0.376002594748026,"Small",0.99990768033893
